2019-05-23*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,4*0,0*12,6*04:34*18,2*11:51*29*4,4*12,8*17:32*4,0*1007,3*Varias*1002,2*02
2019-05-24*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*14,1*0,0*11,5*03:09*16,7*11:20*99*3,1*7,8*Varias*4,6*1009,9*Varias*1005,8*03
2019-05-25*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,8*0,0*10,9*23:37*16,7*14:58*99*1,9*5,8*Varias*11,7*1011,0*Varias*1009,0*02
2019-05-26*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,8*0,4*9,8*02:55*15,7*14:20*99*2,2*5,8*Varias*1,4*1010,2*00*1005,8*23
2019-05-27*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,2*3,6*11,1*23:58*15,4*Varias*31*1,4*8,9*12:27*0,1*1006,8*Varias*1003,8*06
2019-05-28*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,6*0,0*9,9*03:38*17,2*14:13*99*3,1*7,2*Varias*8,6*1011,1*Varias*1006,0*02
2019-05-29*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,0*0,0*10,6*05:03*19,4*15:10*11*3,6*9,7*19:38*13,7*1012,0*Varias*1010,2*18
2019-05-30*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,2*0,0*11,4*02:26*25,0*14:05*02*4,4*13,3*14:13*13,5*1010,7*00*1008,0*18
2019-05-31*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,6*0,0*12,5*04:14*28,7*16:33*99*5,0*9,7*Varias*13,7*1008,2*00*1003,3*Varias
2019-06-01*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,5*0,0*17,5*Varias*23,5*08:36*22*3,1*10,3*05:11*13,5*1003,3*00*1001,9*19
2019-06-02*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,6*Ip*13,2*04:14*20,1*08:40*99*2,2*6,1*Varias*1,3*1003,4*Varias*1000,6*05
2019-06-03*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,9*0,0*15,1*03:34*18,7*10:20*99*1,1*4,7*Varias*0,0*1003,1*00*996,8*24
2019-06-04*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,6*5,5*12,1*22:39*19,2*08:23*29*5,0*18,9*09:38*2,2*998,2*Varias*993,0*07
2019-06-05*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,8*1,9*9,6*23:01*16,1*12:58*29*5,0*13,3*10:50*3,3*1000,7*Varias*996,8*04
2019-06-06*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*14,8*1,5*7,4*05:21*22,3*13:13*26*4,2*15,3*23:04*4,2*1000,0*00*984,6*17
2019-06-07*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,1*2,0*9,8*23:55*16,4*12:28*28*8,3*20,6*05:19*5,5*1008,8*Varias*988,4*00
2019-06-08*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,3*1,5*7,9*05:20*16,7*12:58*10*3,1*7,8*13:17*4,5*1009,1*Varias*1005,9*24
2019-06-09*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,6*0,2*10,1*23:49*15,0*11:41*14*2,2*7,2*06:07*0,0*1007,8*Varias*1004,2*04
2019-06-10*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,6*3,4*8,4*03:49*16,7*14:07*32*3,1*8,3*16:22*2,7*1007,3*00*1003,4*24
2019-06-11*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,6*1,1*11,0*01:08*16,3*12:31*28*5,3*12,8*20:44*5,8*1004,9*Varias*1002,5*Varias
2019-06-12*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,0*0,3*9,2*03:56*16,8*11:52*27*4,7*10,3*07:06*4,4*1002,5*00*998,5*24
2019-06-13*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*12,8*0,0*9,6*04:39*15,9*Varias*22*1,7*8,9*05:10*2,4*999,4*Varias*996,9*08
2019-06-14*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,2*0,0*9,7*05:22*16,8*14:09*26*2,5*8,9*22:24*6,8*1003,3*Varias*997,9*03
2019-06-15*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,2*0,0*12,0*Varias*18,3*14:14*99*1,7*6,7*Varias*8,1*1007,7*Varias*1002,9*03
2019-06-16*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,3*0,0*11,2*03:35*19,4*15:04*09*2,8*8,9*11:45*12,5*1007,1*00*1003,7*Varias
2019-06-17*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,2*0,0*14,7*04:35*17,6*12:53*99*1,1*4,7*Varias*0,0*1003,7*00*997,5*24
2019-06-18*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,0*1,4*13,1*02:13*20,8*15:14*29*0,8*8,3*09:11*2,8*997,5*00*994,1*16
2019-06-19*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,5*1,0*13,4*03:36*19,6*10:36*99*3,6*7,2*Varias*0,4*1003,1*Varias*996,1*02
2019-06-20*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,4*3,5*14,0*04:32*16,8*14:01*99*1,7*6,1*Varias*0,0*1004,7*Varias*1002,3*03
2019-06-21*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,9*Ip*12,9*23:16*18,9*Varias*99*4,4*10,3*Varias*8,8*1006,2*Varias*1003,2*24
2019-06-22*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,4*1,1*11,4*03:16*23,4*10:31*29*2,8*6,7*11:11*4,2*1003,2*00*994,7*24
2019-06-23*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,4*9,4*15,1*05:59*19,7*15:07*99*1,9*8,3*Varias*1,5*999,3*Varias*994,5*01
2019-06-24*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,3*7,0*15,0*Varias*17,6*16:12*28*2,2*6,1*23:54*0,0*1001,2*Varias*997,8*03
2019-06-25*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*0,3*15,5*04:15*19,8*15:23*11*2,8*8,3*16:48*0,2*1003,3*Varias*1000,9*01
2019-06-26*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,2*Ip*16,4*23:21*22,0*12:03*12*3,3*7,2*02:45*6,9*1003,7*Varias*998,5*10
2019-06-27*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,7*0,0*15,7*05:30*21,7*12:00*28*3,1*8,9*17:34*12,6*1004,8*Varias*1000,0*12
2019-06-28*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127**0,0*********3,2****
2019-06-29*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,8*0,0*16,0*03:06*19,5*17:13*99*1,9*5,0*Varias*0,3*1005,2*Varias*1000,7*03
2019-06-30*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,4*0,0*16,4*Varias*20,4*Varias*06*3,3*8,9*12:51*6,5*1007,5*Varias*1003,6*03
2019-07-01*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,4*1,4*15,8*04:40*21,1*10:13*08*3,3*9,2*15:16*6,3*1008,3*Varias*1006,6*03
2019-07-02*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,4*0,0*15,6*05:38*19,3*12:22*08*3,6*9,2*05:08*0,0*1007,8*00*1002,5*24
2019-07-03*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,3*0,0*16,5*04:37*22,1*12:19*99*2,8*8,3*Varias*1,8*1002,5*00*999,5*21
2019-07-04*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*9,7*16,5*03:32*22,3*11:02*99*1,7*10,8*Varias*5,2*1002,7*Varias*998,1*04
2019-07-05*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,0*Ip*16,4*21:33*21,5*08:15*21*3,1*9,7*02:46*9,4*1002,6*Varias*998,0*04
2019-07-06*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,6*0,0*16,4*05:08*20,8*13:19*33*2,2*6,1*13:05*8,1*1002,4*Varias*1000,0*08
2019-07-07*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,0*15,1*01:53*20,8*12:40*99*1,7*6,1*Varias*0,1*1002,1*Varias*1000,9*18
2019-07-08*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127**0,0***20,8*13:20*****0,4***1000,6*14
2019-07-09*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,8*0,0*15,2*23:59*20,5*13:50*21*2,8*6,7*05:05*9,3*1005,2*Varias*1002,7*02
2019-07-10*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,0*13,5*04:21*22,6*13:48*99*4,2*8,3*Varias*14,1*1004,9*00*1001,2*20
2019-07-11*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,7*0,0*14,3*02:54*21,1*15:26*23*1,4*6,1*05:39*10,1*1003,3*Varias*1000,9*02
2019-07-12*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,9*0,0*14,3*03:52*23,5*12:40*99*3,9*8,9*Varias*11,8*1005,2*Varias*1002,0*03
2019-07-13*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,4*2,9*17,8*00:17*23,1*11:56*08*4,7*12,5*Varias*5,3*1004,4*00*1000,7*15
2019-07-14*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,0*0,0*17,4*23:58*22,7*16:07*99*2,2*5,8*Varias*10,0*1003,0*00*1001,4*06
2019-07-15*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,2*0,0*16,2*05:16*24,1*14:04*99*3,6*8,9*Varias*14,0*1003,9*Varias*1000,8*04
2019-07-16*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,9*2,8*13,6*05:01*22,2*10:42*99*2,5*7,8*Varias*5,3*1003,8*Varias*1002,7*03
2019-07-17*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,2*0,7*16,3*23:14*20,2*14:08*09*1,1*6,1*01:29*0,0*1005,6*Varias*1002,7*03
2019-07-18*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,0*15,0*05:00*20,9*16:13*25*1,9*8,9*07:30*10,8*1005,2*00*1003,6*05
2019-07-19*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*0,0*15,7*04:36*23,1*14:55*99*3,1*7,8*Varias*13,7*1003,8*00*999,2*17
2019-07-20*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,1*1,5*16,9*03:24*23,3*10:11*32*2,2*6,1*11:23*6,8*1006,8*Varias*999,7*00
2019-07-21*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*2,2*17,7*06:14*21,5*17:18*11*2,5*7,8*22:12*0,2*1008,6*Varias*1005,7*04
2019-07-22*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*21,2*0,8*19,3*22:57*23,0*12:39*99*3,3*8,3*Varias*0,0*1007,6*00*1001,1*23
2019-07-23*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,2*Ip*17,7*22:47*22,7*10:01*28*3,3*9,2*16:32*2,2*1002,2*19*998,5*10
2019-07-24*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*21,3*0,0*16,9*04:07*25,7*11:08*08*2,8*8,9*Varias*11,1*1001,8*00*996,3*17
2019-07-25*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*21,6*7,3*17,6*04:09*25,7*12:36*21*1,4*9,2*05:10*6,6*1001,3*Varias*995,3*03
2019-07-26*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,2*2,5*15,5*23:37*20,9*13:03*29*3,6*8,3*Varias*1,3*1001,9*Varias*998,4*24
2019-07-27*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,2*9,7*14,4*08:41*20,0*15:43*29*2,8*7,2*18:30*4,9*1000,8*Varias*995,8*05
2019-07-28*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,9*0,0*13,0*04:53*22,8*16:24*20*3,9*9,2*07:25*13,7*1000,5*00*994,3*19
2019-07-29*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,7*0,0*15,1*03:14*24,3*11:34*28*8,6*16,4*14:47*10,1*1003,6*Varias*994,3*01
2019-07-30*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*0,0*14,3*23:57*20,8*13:26*27*3,1*10,3*01:05*5,1*1007,4*Varias*1003,6*00
2019-07-31*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,4*0,0*11,9*01:54*21,0*11:59*99*4,4*9,7*15:30*7,2*1006,6*00*1002,3*24
2019-08-01*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,8*0,6*15,9*23:58*21,8*14:43*07*3,6*8,3*16:48*1,1*1003,8*Varias*1000,7*05
2019-08-02*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,9*0,0*14,2*04:08*23,6*13:41*99*4,2*10,3*Varias*12,1*1003,7*Varias*1001,6*18
2019-08-03*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,8*0,0*16,9*Varias*22,8*15:11*35*1,4*5,8*13:54*6,5*1002,0*Varias*1000,7*03
2019-08-04*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*0,0*16,8*Varias*22,1*12:58*99*1,7*4,7*Varias*0,5*1003,2*Varias*1001,2*02
2019-08-05*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,9*0,0*16,5*23:37*23,3*13:23*20*1,4*7,2*05:40*13,1*1002,4*00*1000,6*24
2019-08-06*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*0,6*16,3*04:56*23,0*12:24*23*2,2*9,2*08:41*3,6*1000,6*00*997,8*19
2019-08-07*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*21,0*2,3*16,8*03:43*25,2*10:53*18*3,6*8,9*05:43*4,6*1004,6*Varias*995,9*23
2019-08-08*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*24,4*2,0*19,7*Varias*29,2*12:10*32*2,2*8,3*23:40*7,0*996,0*00*990,7*18
2019-08-09*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*23,6*0,0*19,3*23:32*27,9*13:53*24*4,4*16,1*15:33*0,5*1002,4*Varias*991,8*01
2019-08-10*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,7*0,5*16,8*05:29*22,6*12:47*26*1,7*10,3*01:18*8,4*1006,2*Varias*1002,2*00
2019-08-11*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*0,9*13,5*23:59*21,7*13:13*99*3,1*13,9*14:07*7,3*1007,3*Varias*1003,3*06
2019-08-12*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,6*0,0*12,3*04:38*21,0*13:44*28*3,1*10,8*10:04*5,7*1010,7*Varias*1006,5*03
2019-08-13*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,0*0,0*12,2*01:06*21,8*14:11*08*4,7*9,2*12:19*12,0*1009,9*00*1005,7*24
2019-08-14*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,0*1,5*13,8*04:38*24,2*11:29*99*3,3*9,2*18:36*4,1*1007,6*Varias*1004,7*03
2019-08-15*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,0*14,1*23:07*21,8*14:04*29*2,5*7,2*01:13*7,3*1008,8*Varias*1005,6*24
2019-08-16*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,2*0,0*13,1*05:38*21,3*Varias*31*2,5*8,3*14:20*9,5*1005,7*00*1001,4*24
2019-08-17*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*21,3*1,4*16,1*06:07*26,5*Varias*29*2,5*8,9*22:59*13,0*1001,4*00*996,1*22
2019-08-18*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,8*5,0*15,6*23:54*20,1*Varias*31*3,1*10,8*04:51*0,0*1005,7*Varias*995,1*04
2019-08-19*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,3*14,7*05:30*21,3*12:53*06*3,6*9,2*14:33*2,5*1007,7*Varias*1004,7*04
2019-08-20*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,6*0,0*14,7*06:04*22,4*14:01*06*4,4*12,8*17:20*8,5*1009,9*Varias*1007,2*02
2019-08-21*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,0*0,0*14,2*05:54*23,7*12:46*08*4,4*10,8*11:24*6,0*1008,5*00*1006,8*04
2019-08-22*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,2*0,0*14,4*04:04*25,9*12:45*99*5,3*11,7*Varias*12,6*1007,9*Varias*1004,6*18
2019-08-23*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*24,2*0,0*15,4*Varias*33,0*14:56*18*3,3*8,3*05:11*12,4*1004,9*00*1000,4*16
2019-08-24*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,0*0,0*18,0*04:19*20,1*Varias*99*2,5*7,2*Varias*0,0*1004,7*Varias*1001,6*01
2019-08-25*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*5,3*17,5*06:34*21,3*15:18*13*3,6*11,7*15:00*0,2*1004,6*Varias*1001,5*24
2019-08-26*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,8*Ip*18,7*23:39*23,0*09:40*09*2,2*8,3*01:43*2,7*1002,1*Varias*1000,0*10
2019-08-27*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,0*0,1*18,2*20:40*21,8*14:01*22*0,8*5,8*05:38*1,1*1003,5*Varias*1000,6*03
2019-08-28*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*0,0*18,2*21:41*20,5*13:04*28*1,9*8,9*05:05*0,0*1005,1*24*1002,2*04
2019-08-29*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*1,2*17,3*23:22*21,8*13:23*23*1,7*6,7*11:08*0,0*1006,7*Varias*1004,3*04
2019-08-30*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*0,2*15,9*04:23*23,4*12:53*08*3,6*8,3*11:34*2,2*1006,3*00*1002,5*24
2019-08-31*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*9,1*17,6*23:57*21,7*11:47*99*1,9*6,1*Varias*0,3*1004,7*Varias*1001,4*02
2019-09-01*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,1*11,2*13,8*08:35*18,4*15:42*05*3,6*11,4*08:24*0,0*1009,7*Varias*1003,3*04
2019-09-02*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,0*14,6*23:53*21,4*14:33*99*5,3*11,4*Varias*10,5*1010,0*Varias*1008,2*15
2019-09-03*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,4*0,0*11,7*06:07*23,2*14:47*99*4,4*11,7*Varias*12,6*1009,7*00*1007,0*23
2019-09-04*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,1*5,0*12,9*02:25*21,3*13:25*21*1,7*9,2*05:08*9,4*1012,5*Varias*1006,7*02
2019-09-05*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,6*0,7*13,7*05:50*19,6*12:38*08*3,9*9,2*18:21*2,0*1013,9*Varias*1012,0*05
2019-09-06*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,0*0,0*11,6*02:49*20,4*13:37*08*4,4*11,7*15:47*7,2*1012,3*Varias*1010,5*16
2019-09-07*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*14,7*0,0*9,6*04:37*19,8*13:38*99*3,6*6,7*Varias*12,3*1011,9*00*1008,1*24
2019-09-08*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,4*0,1*12,1*04:18*20,7*13:29*08*4,2*9,7*15:51*6,2*1008,1*00*1004,8*24
2019-09-09*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,6*5,8*13,8*22:47*19,3*13:05*28*5,6*16,4*18:02*6,7*1005,1*Varias*1001,6*16
2019-09-10*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,6*1,3*12,7*01:44*18,4*12:44*29*2,2*12,5*00:05*0,2*1011,5*Varias*1004,2*03
2019-09-11*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,4*0,4*12,3*23:57*20,5*13:12*99*3,1*8,9*Varias*6,1*1015,1*Varias*1011,5*00
2019-09-12*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,8*0,0*11,8*Varias*21,9*11:45*06*5,0*12,5*13:11*12,1*1015,7*Varias*1013,7*04
2019-09-13*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,5*0,0*14,1*06:03*22,9*11:59*08*4,7*11,7*12:35*6,6*1014,7*00*1011,2*19
2019-09-14*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,6*0,0*15,4*02:07*21,9*10:07*19*1,1*7,2*05:39*7,9*1011,5*00*1007,4*16
2019-09-15*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,2*0,0*16,7*00:37*21,6*13:25*22*1,7*7,8*07:05*5,6*1007,8*00*1004,8*15
2019-09-16*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,4*0,0*16,8*06:04*21,9*Varias*12*1,9*5,0*21:50*5,2*1005,7*Varias*1003,9*16
2019-09-17*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,6*0,2*17,4*06:10*23,8*10:29*99*1,1*6,1*Varias*5,2*1004,0*00*1001,7*16
2019-09-18*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,6*Ip*16,3*01:47*22,8*12:45*09*3,6*10,3*15:21*3,9*1004,8*Varias*1000,9*03
2019-09-19*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,6*0,0*14,7*06:14*22,6*12:23*08*3,9*9,7*Varias*11,2*1004,5*00*1000,4*24
2019-09-20*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,4*Ip*10,5*10:56*20,3*10:57*28*3,6*10,3*Varias*5,3*1000,4*00*994,2*23
2019-09-21*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,8*4,0*14,9*19:44*26,7*11:51*25*3,3*14,4*22:59*1,8*994,7*00*987,6*17
2019-09-22*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,2*Ip*13,2*21:23*23,2*12:27*99*4,2*12,5*Varias*8,0*1002,5*Varias*992,1*00
2019-09-23*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,8*2,6*13,3*05:50*20,3*11:05*22*3,3*8,9*05:05*0,0*1002,8*Varias*996,6*24
2019-09-24*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,6*0,1*15,3*21:49*22,0*05:57*28*7,8*14,4*06:36*4,6*1003,2*Varias*996,2*00
2019-09-25*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*0,0*14,8*20:51*20,4*09:09*23*4,2*10,3*07:31*5,1*1003,8*Varias*1002,1*15
2019-09-26*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,0*0,0*12,1*04:13*21,9*15:10*22*1,9*8,9*23:59*11,2*1004,6*Varias*1002,7*16
2019-09-27*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,0*0,1*15,9*23:49*20,0*09:38*29*4,2*10,8*13:15*2,4*1007,4*Varias*1002,5*03
2019-09-28*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,8*0,0*12,2*06:35*19,5*13:47*21*1,4*6,1*07:33*11,0*1007,3*00*1000,9*24
2019-09-29*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*19,8*0,0*12,8*01:37*26,8*12:34*26*3,6*11,7*12:45*3,0*1003,7*Varias*998,5*06
2019-09-30*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*20,1*0,0*14,7*02:31*25,5*11:27*20*3,3*8,3*05:06*8,5*1002,9*00*998,6*24
2019-10-01*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,9*0,3*16,1*02:21*21,7*09:18*29*7,8*16,9*18:18*7,4*1003,1*Varias*997,3*04
2019-10-02*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,8*0,0*13,5*06:43*20,1*12:19*31*3,3*13,3*04:00*1,9*1007,5*Varias*1003,0*00
2019-10-03*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*1,9*12,5*Varias*22,8*Varias*29*2,2*8,9*23:54*7,4*1005,4*00*1002,9*15
2019-10-04*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,7*1,0*15,0*09:19*18,4*11:37*29*2,8*9,2*02:15*0,0*1005,6*Varias*1003,5*02
2019-10-05*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,4*0,0*14,3*Varias*18,6*14:35*22*2,2*7,2*07:33*0,4*1005,8*Varias*1002,0*05
2019-10-06*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,6*0,0*13,0*23:58*20,3*12:49*99*2,2*7,2*Varias*1,0*1008,6*Varias*1005,0*03
2019-10-07*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,8*0,0*12,5*06:30*23,0*16:52*24*1,9*8,9*05:04*9,6*1006,7*00*1004,2*24
2019-10-08*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,6*3,6*13,6*19:06*21,6*09:59*32*5,0*11,7*12:56*1,2*1006,5*Varias*1002,2*07
2019-10-09*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,5*0,0*11,9*23:48*19,1*Varias*29*4,7*10,3*12:51*7,1*1008,7*Varias*1005,7*00
2019-10-10*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,0*0,0*10,5*05:36*19,4*13:14*99*3,3*7,2*Varias*10,0*1008,5*Varias*1003,1*24
2019-10-11*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*15,0*0,0*11,1*06:36*18,9*14:40*23*2,8*8,3*05:37*8,3*1003,1*00*998,5*24
2019-10-12*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*17,9*0,0*14,1*07:03*21,7*12:01*13*3,1*7,8*Varias*7,8*998,5*00*992,2*24
2019-10-13*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,4*16,0*13,6*23:56*19,3*09:06*30*2,5*12,8*09:58*0,1*996,4*Varias*990,3*03
2019-10-14*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*13,3*1,0*10,9*20:39*15,7*15:50*99*4,7*14,4*13:27*0,6*1000,1*Varias*989,8*07
2019-10-15*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,0*7,6*11,5*00:02*20,4*11:29*22*5,3*13,3*16:52*4,6*1001,6*Varias*997,3*24
2019-10-16*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*18,1*14,4*13,4*06:37*22,8*11:43*24*2,8*14,4*11:40*1,4*997,4*00*994,7*14
2019-10-17*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*16,2*0,7*13,0*09:14*19,5*11:55*30*3,1*12,8*08:49*6,4*999,9*Varias*996,4*00
2019-10-18*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127**10,8******2,5***0,0*1000,5*Varias*993,8*24
2019-10-19*1212E*ASTURIAS AEROPUERTO*ASTURIAS*127*11,8*66,5*9,9*23:56*13,7*00:32*29*2,5*8,3*Varias*0,0*994,0*00*989,6*16
